"Date","Year","Quarter","FY","QFY","Month","E_BWA_B","E_IFEM_B","E_BWA_S","E_IFEM_S","E_BWA_MR","E_OFF_MR","E_IFEM_MR","NEER","NEER_IX_10","NEER_IX_17","REER_IX_10","REER_IX_17","E_IFEM_PUR","E_IFEM_SAL","E_PA","E_EP"
2010-04-01,2010,"Q2","2009/10","Q4","April",2079.85,2077.7855,2100.12,2088.2225,2089.985,2083.004,2083.004,300.289945639635,96.4187790575531,74.5025431706982,95.5432718910134,86.8088803997832,473.831396007362,434.10583782918,2083.004,2123.255
2010-05-01,2010,"Q2","2009/10","Q4","May",2164.33,2168.88142857143,2170.2,2180.25523809524,2167.265,2174.56833333333,2174.56833333333,307.794652359893,98.8284323598337,76.3644760942879,98.7675907039001,89.7384378731544,530.101834342871,544.830102891519,2174.56833333333,2208.915
2010-06-01,2010,"Q2","2009/10","Q4","June",2243.6,2251.984,2253.67,2262.888,2248.635,2257.436,2257.436,315.367816398128,101.260066321516,78.2433934169959,101.353952020228,92.088358759639,536.488747339548,535.722171553266,2257.436,2283.335
2010-07-01,2010,"Q3","2010/11","Q1","July",2249.12,2252.19045454545,2264.98,2262.38227272727,2257.05,2257.28636363636,2257.28636363636,317.827355396761,102.049788890441,78.8536100196043,102.793531389118,93.3963344107397,538.482405176781,509.930562534204,2257.28636363636,2231.575
2010-08-01,2010,"Q3","2010/11","Q1","August",2222.09,2225.78380952381,2227.85,2236.09761904762,2224.97,2230.94071428571,2230.94071428571,316.44038819876,101.604453687694,78.5095006511562,102.144308986835,92.8064627352447,566.045151131043,588.928062602335,2230.94071428571,2270
2010-09-01,2010,"Q3","2010/11","Q1","September",2246.66,2246.32142857143,2253.74,2256.28476190476,2250.2,2251.3030952381,2251.3030952381,320.679483021952,102.965566016283,79.5612286548921,103.22207556367,93.7857018592097,494.88266940531,487.374890646322,2251.3030952381,2244.08
2010-10-01,2010,"Q4","2010/11","Q2","October",2258.01,2261.53005190562,2263.37,2268.11185663949,2260.69,2264.82095427255,2264.82095427255,328.155636961356,105.366051431631,81.4160775757736,106.02819276345,96.3352889474704,497.113936798735,478.466680216118,2264.82095427255,2284.72
2010-11-01,2010,"Q4","2010/11","Q2","November",2284.59,2284.17952380952,2287.46,2293.56619047619,2286.025,2288.87285714286,2288.87285714286,332.378066150254,106.72181266494,82.4636708019171,107.718229354563,97.8708254787762,520.571330515979,551.593341842111,2288.87285714286,2313.665
2010-12-01,2010,"Q4","2010/11","Q2","December",2297.87,2298.80826086956,2318.52,2309.05043478261,2308.195,2303.92934782609,2303.92934782609,329.715263372039,105.866825022248,81.803024044276,106.661217515261,96.910443732129,628.066206366673,584.948270255107,2303.92934782609,2308.3
2011-01-01,2011,"Q1","2010/11","Q3","January",2323.64,2327.9395,2330.42,2336.99333333333,2327.03,2332.46641666667,2332.46641666667,333.996491918566,107.24146588291,82.8652055100319,107.167001952351,97.3699902793469,524.22767640144,633.653836183131,2333.135,2302.71
2011-02-01,2011,"Q1","2010/11","Q3","February",2328.38,2336.73388888889,2333.1,2347.12055555556,2330.74,2341.92722222222,2341.92722222222,334.896565847885,107.530466665609,83.0885156732578,106.342813500553,96.6211476311627,461.576440777445,454.231992867401,2341.92722222222,2359.245
2011-03-01,2011,"Q1","2010/11","Q3","March",2383.02,2387.99619047619,2403.94,2398.6299047619,2393.48,2393.31304761905,2393.31304761905,341.664624173314,109.703592771907,84.7676846394316,106.53816242821,96.7986381164849,638.624722255128,634.796718091605,2393.31304761905,2397.29
2011-04-01,2011,"Q2","2010/11","Q4","April",2362.46,2362.65210526316,2367.13,2372.52631578947,2364.795,2367.58921052632,2367.58921052632,341.265826264476,109.575544503828,84.6687420712539,105.002289443752,95.4031718363561,514.658166850184,522.229465029366,2367.58921052632,2374.99
2011-05-01,2011,"Q2","2010/11","Q4","May",2381.39,2382.76571428571,2392.35,2392.60238095238,2386.87,2387.68404761905,2387.68404761905,342.910609817118,110.103660826943,85.0768161989977,105.194059145887,95.57741030242,524.730859729933,544.666510660983,2387.68404761905,2390.365
2011-06-01,2011,"Q2","2010/11","Q4","June",2453.6,2451.624,2456.56,2470.453,2455.08,2461.0385,2461.0385,351.790469999026,112.954856111279,87.2799274791413,106.941792068983,97.1653686723703,584.780076953401,609.079979209899,2461.0385,2623.165
2011-07-01,2011,"Q3","2011/12","Q1","July",2575.07,2572.79571428571,2578.04,2601.66095238095,2576.555,2587.22833333333,2587.22833333333,369.93877053965,118.782014181354,91.7825575676131,109.111474080581,99.1367023154678,551.058867621636,549.107989145971,2587.22833333333,2610.585
2011-08-01,2011,"Q3","2011/12","Q1","August",2750.97,2740.85818181818,2765.83,2765.60727272727,2758.4,2753.23272727273,2753.23272727273,391.177583179443,125.60149120047,97.0519499617543,115.29635141515,104.756169455303,592.197683967187,612.723763856259,2753.23272727273,2821.13
2011-09-01,2011,"Q3","2011/12","Q1","September",2795.01,2809.07316091953,2802.88,2818.96437574204,2798.945,2814.01876833079,2814.01876833079,390.414232275437,125.356390213156,96.862561057777,110.190721628311,100.117287022673,605.050837390064,614.638891971873,2814.01876833079,2845.03339994917
2011-10-01,2011,"Q4","2011/12","Q2","October",2793.62,2800.37442639354,2807.07,2810.35752341985,2800.345,2805.36597490669,2805.36597490669,382.868618724531,122.933602316383,94.9904790667255,107.274480692568,97.467643509348,598.717375867972,538.518666020382,2805.36597490669,2593.4
2011-11-01,2011,"Q4","2011/12","Q2","November",2515.92,2577.17590909091,2588.65,2587.17863636364,2552.285,2582.17727272727,2582.17727272727,353.591830678255,113.533247095911,87.726848708836,99.2940386076555,90.2167588706387,566.071904054146,551.133754593237,2582.17727272727,2566.235
2011-12-01,2011,"Q4","2011/12","Q2","December",2444.99,2441.94666666667,2446.84,2451.8819047619,2445.915,2446.91428571429,2446.91428571429,335.779152829373,107.813852641074,83.307487289341,94.1720781597935,85.5630386962023,628.05,572.76,2446.91428571429,2490.99
2012-01-01,2012,"Q1","2011/12","Q3","January",2402.37,2409.13333333333,2410.12,2419.25285714286,2406.245,2414.1930952381,2414.1930952381,332.79075769722,106.854321980232,82.5660604098292,93.1036488081098,84.5922832053109,707.07,529.41,2414.1930952381,2326.83
2012-02-01,2012,"Q1","2011/12","Q3","February",2327.57,2323.01428571429,2350.05,2332.92428571429,2338.81,2327.96928571429,2327.96928571429,326.575867650073,104.858810245577,81.0241336128715,89.4613964589253,81.2829989165454,612.380184845179,536.282067216143,2327.96928571429,2372.52
2012-03-01,2012,"Q1","2011/12","Q3","March",2464.71,2480.21047619048,2477.85,2489.82571428571,2471.28,2485.0180952381,2485.0180952381,346.507323634576,111.258513861266,85.9691681753085,95.8621510247198,87.0986081852361,557.671105227519,550.975179258748,2485.0180952381,2518.44
2012-04-01,2012,"Q2","2011/12","Q4","April",2495.06,2501.29842105263,2503.41,2511.12684210526,2499.235,2506.21263157895,2506.21263157895,347.842205044274,111.687125067131,86.3003549542796,96.4746291864558,87.6550947115743,527.27,496.73,2506.21263157895,2505.735
2012-05-01,2012,"Q2","2011/12","Q4","May",2464.63,2474.06174617773,2479.21,2484.04414589701,2471.92,2479.05294603737,2479.05294603737,338.512839345983,108.691600031837,83.985720445916,94.4067310837099,85.7762400781997,663.03013978473,568.630933029476,2479.05294603737,2488.02
2012-06-01,2012,"Q2","2011/12","Q4","June",2471.78,2479.43238095238,2485.29,2489.28285714286,2478.535,2484.35761904762,2484.35761904762,333.828897280405,107.187653657018,82.8236249411649,94.3928492386044,85.7636272860309,597.55,535.62,2484.35761904762,2472.36
2012-07-01,2012,"Q3","2012/13","Q1","July",2468.5,2469.30636363636,2474.22,2479.05409090909,2471.36,2474.18022727273,2474.18022727273,327.454967634812,105.141076596578,81.2422400980051,93.0694115284471,84.561175835251,628.62593681844,435.228347942864,2474.18022727273,2478.74
2012-08-01,2012,"Q3","2012/13","Q1","August",2484.52,2487.17964589072,2490.67,2496.8966120102,2487.595,2492.03812895046,2492.03812895046,330.191346341503,106.019688410824,81.9211411923869,94.282726960251,85.6635721853238,573.61,570.82,2492.03812895046,2508.525
2012-09-01,2012,"Q3","2012/13","Q1","September",2505.75,2510.975,2511.93,2520.779,2508.84,2515.877,2515.877,335.340455181594,107.672993141152,83.198645515192,95.7761302065018,87.0204512331789,512.877691431462,468.743663975711,2515.877,2545.225
2012-10-01,2012,"Q4","2012/13","Q2","October",2570.15,2574.52261358156,2576.88,2584.33361232941,2573.515,2579.42811295549,2579.42811295549,344.821468078066,110.717209908915,85.5509040002929,98.1075963281158,89.13877897831,609.497029714221,581.799720443381,2579.42811295549,2585.405
2012-11-01,2012,"Q4","2012/13","Q2","November",2608.44,2618.07090909091,2617.96,2627.83454545455,2613.2,2622.95272727273,2622.95272727273,347.464772727287,111.56593698305,86.2067132326747,98.7814935448423,89.7510697417589,684.653711312083,661.064802509902,2622.95272727273,2688.37
2012-12-01,2012,"Q4","2012/13","Q2","December",2663.19,2668.63413268721,2673.91,2678.31999069989,2668.55,2673.47706169355,2673.47706169355,354.215198937706,113.733401671021,87.8815076354346,100.861109688649,91.6405711742728,689.996804889099,556.776504817081,2673.47706169355,2685.945
2013-01-01,2013,"Q1","2012/13","Q3","January",2672.5,2678.88761904762,2681.87,2688.69095238095,2677.185,2683.78928571429,2683.78928571429,354.717869658615,113.894802003873,88.0062212584813,101.444349350361,92.1704921308814,653.500847726508,553.011171509429,2683.78928571429,2665.175
2013-02-01,2013,"Q1","2012/13","Q3","February",2644.79,2653.11425421708,2656.03,2661.98435180796,2650.41,2657.54930301252,2657.54930301252,350.351317316773,112.492764900717,86.9228707864491,99.8927992352997,90.7607818948089,626.853846878535,537.250922401713,2657.54930301252,2643.675
2013-03-01,2013,"Q1","2012/13","Q3","March",2627.11,2631.93526315789,2636.4,2641.84789473684,2631.755,2636.89157894737,2636.89157894737,346.080737605223,111.121543227682,85.8633313181998,98.3363285631205,89.3466009299671,668.264510662652,669.041662170843,2636.89157894737,2594.77
2013-04-01,2013,"Q2","2012/13","Q4","April",2570.8130707777,2573.06311983487,2575.85982539638,2582.96026544476,2573.33644808704,2578.01169263981,2578.01169263981,339.401400588529,108.976904256531,84.2061742882568,96.1051727519094,87.3194133097897,800.255788241823,745.116926247268,2578.01169263981,2597.3455454361
2013-05-01,2013,"Q2","2012/13","Q4","May",2562.56,2581.13290904535,2583.18,2591.09406618556,2572.87,2586.11348761546,2586.11348761546,338.939613281389,108.82863099935,84.0916039228967,95.6118583279074,86.8711967898287,785.051483651152,774.090750480979,2586.11348761546,2594.5002321063
2013-06-01,2013,"Q2","2012/13","Q4","June",2585.66,2588.12218792114,2591.74,2598.04082396415,2588.7,2593.08150594265,2593.08150594265,335.624679474379,107.764253470333,83.2691621373795,94.8352022746226,86.1655412150618,637.368517407333,638.557128444097,2593.08150594265,2593.33125024803
2013-07-01,2013,"Q3","2013/14","Q1","July",2582.48,2584.24093408395,2590.27,2593.56010688597,2586.375,2588.90052048496,2588.90052048496,331.996774219793,106.599385314529,82.369071502399,93.9121521225573,85.3268746227658,727.885857462589,696.861997201844,2588.90052048496,2584.12244337245
2013-08-01,2013,"Q3","2013/14","Q1","August",2573.03278029398,2575.28476144878,2579.32688827074,2582.45825477172,2576.17983428236,2578.87150811025,2578.87150811025,327.363333106488,105.111654068555,81.2195053860992,92.0746393355824,83.6573439001888,714.824013659508,682.539685184966,2578.87150811025,2590.1889529637
2013-09-01,2013,"Q3","2013/14","Q1","September",2564.69457918271,2564.59637936355,2572.00140340723,2573.13204881319,2568.34799129497,2568.86421408837,2568.86421408837,324.459743590814,104.179353270441,80.4991189516458,91.3721807338976,83.0191027814524,706.30605466767,646.56768098888,2568.86421408837,2561.03
2013-10-01,2013,"Q4","2013/14","Q2","October",2530.1317473536,2529.83591313491,2537.21818380001,2538.94777444505,2533.67496557681,2534.39184378998,2534.39184378998,321.411089171385,103.20047421985,79.7427416210222,91.0820003951984,82.7554501995601,649.342823774992,631.394683856546,2534.39184378998,2524.03514414402
2013-11-01,2013,"Q4","2013/14","Q2","November",2519.63221183064,2518.51874086862,2525.55101784996,2528.02650199311,2522.5916148403,2523.27262143086,2523.27262143086,317.373546428712,101.904077363099,78.7410190963177,90.8372139851482,82.5330417162314,689.594239049812,588.144197545258,2523.27262143086,2524.48769711124
2013-12-01,2013,"Q4","2013/14","Q2","December",2508.06,2508.08884686658,2514.13,2517.7856751551,2511.095,2512.93726101084,2512.93726101084,316.0686210137,101.485084595929,78.4172644602462,90.5236388708945,82.2481330664559,793.332014078712,648.105482587811,2512.93726101084,2527.95547939149
2014-01-01,2014,"Q1","2013/14","Q3","January",2495.07042144287,2495.05363434377,2500.98270372425,2504.75414718689,2498.02656258356,2499.90389076533,2499.90389076533,313.183735889826,100.558789508784,77.7015186232481,89.979948682881,81.7541460428627,855.871677523962,761.127745974877,2499.90389076533,2475.2
2014-02-01,2014,"Q1","2013/14","Q3","February",2448.88,2467.15832160786,2473.55,2476.76525742109,2461.215,2471.96178951448,2471.96178951448,309.714882310025,99.4449905563031,76.8408890306339,88.8279894020187,80.707496776425,680.723172639429,649.681251833747,2471.96178951448,2538.06546999496
2014-03-01,2014,"Q1","2013/14","Q3","March",2528.20120068809,2529.35809989062,2535.08361467658,2539.07328273083,2531.64240768234,2534.21569131073,2534.21569131073,319.276718869433,102.515158638828,79.2132000300618,90.9466786059828,82.6324992812693,679.285744967583,607.88946166221,2534.21569131073,2549.54874617274
2014-04-01,2014,"Q2","2013/14","Q4","April",2523.24181714602,2524.89627623185,2530.62606010103,2534.6777377185,2526.93393862352,2529.78700697517,2529.78700697517,319.483724042355,102.581625020143,79.264558432353,91.6666139931402,83.2866194896562,647.184076579839,523.018745776845,2529.78700697517,2521.35166666667
2014-05-01,2014,"Q2","2013/14","Q4","May",2525.49,2527.49322565537,2532.59,2537.27848004666,2529.04,2532.38585285101,2532.38585285101,320.361761510549,102.863550212375,79.4824013049815,92.5295906432871,84.0707043899082,668.219467306389,608.201107175085,2532.38585285101,2557.72060679643
2014-06-01,2014,"Q2","2013/14","Q4","June",2573.79,2575.91144894004,2580.13,2585.8130940317,2576.96,2580.86227148587,2580.86227148587,325.131892309941,104.395170548989,80.6658804090007,94.807480332321,86.1403535621159,645.339806322397,605.337587234726,2580.86227148587,2599.68
2014-07-01,2014,"Q3","2014/15","Q1","July",2625.54957412386,2628.55741758884,2633.64254181074,2638.47329581008,2629.5960579673,2633.51535669946,2633.51535669946,331.159580709646,106.330574529302,82.1613620984127,96.8079046113052,87.957902705516,668.325429534458,666.894621834911,2633.51535669946,2625.2
2014-08-01,2014,"Q3","2014/15","Q1","August",2595.32585800268,2607.60553269279,2606.29461105689,2617.40384094972,2600.81023452979,2612.5,2612.50468682125,326.872754348432,104.95413629092,81.0977918035053,95.4182044895028,86.6952464317941,642.479235527741,559.354770539923,2612.50468682125,2616.995
2014-09-01,2014,"Q3","2014/15","Q1","September",2614.4899248854,2613.90179554083,2619.54763613349,2623.69050506833,2617.01878050945,2618.79615030458,2618.79615030458,324.867293684038,104.310211738944,80.6002329544805,94.5233833947814,85.882228247955,642.855341916413,589.269789485576,2618.79615030458,2651.60655661537
2014-10-01,2014,"Q4","2014/15","Q2","October",2668.65666590523,2675.55323256631,2678.22870059239,2685.46409027303,2673.44268324881,2680.50866141967,2680.50866141967,330.188354334829,106.018727720549,81.9203988694767,96.0552473556215,87.274052002086,676.990437031596,605.145791415019,2680.50866141967,2707.33
2014-11-01,2014,"Q4","2014/15","Q2","November",2726.36505593551,2729.3295,2734.2715427074,2739.115,2730.31829932146,2734.22225,2734.22225,333.470506388298,107.072579500377,82.7347074356044,97.0307090581346,88.160338776571,628.675507796911,587.713997604337,2734.22225,2779.945
2014-12-01,2014,"Q4","2014/15","Q2","December",2757.2713717393,2763.82256994019,2766.64058648346,2773.76702842085,2761.95597911138,2768.79479918052,2768.79479918052,334.046073234783,107.257385729856,82.8775067349166,97.3153070938586,88.418919379435,683.799292618059,617.858305537169,2768.79479918052,2773.065
2015-01-01,2015,"Q1","2014/15","Q3","January",2847.21385906967,2855.7415,2856.73946168088,2865.682,2851.97666037528,2860.71175,2860.71175,342.45767731831,109.958230721258,84.9644427295031,99.0001981670813,89.9497807867029,655.108374425477,770.516934284278,2860.71175,2866.77
2015-02-01,2015,"Q1","2014/15","Q3","February",2860,2863.843,2868.91,2873.852,2864.455,2868.8475,2868.8475,342.005216554798,109.812952082986,84.8521862984901,98.8957454612427,89.8548769565418,574.932878165314,508.955525358423,2868.8475,2894.18
2015-03-01,2015,"Q1","2014/15","Q3","March",2937.82368753034,2946.76034985789,2952.13830584789,2956.71327524521,2944.98099668912,2951.73681255155,2951.73681255155,348.784827689224,111.989787629957,86.5342215399538,99.9598772292347,90.8217277409968,680.998542068545,829.111653342562,2951.73681255155,2970.63
2015-04-01,2015,"Q2","2014/15","Q4","April",2983.86021771248,2990.6065,2994.40384939486,3000.5495,2989.13203355367,2995.578,2995.578,353.372570523106,113.462845816206,87.6724498206554,100.623805209772,91.4249606376287,716.020215919428,634.637695404458,2995.578,2987.47
2015-05-01,2015,"Q2","2014/15","Q4","May",2993.22821266031,3002.6135,3003.1041382987,3012.5925,2998.16617547951,3007.603,3007.603,352.607133205738,113.217074911595,87.4825432733011,100.784063214847,91.5705681484491,797.085031250729,710.600418236002,3007.603,3054.29
2015-06-01,2015,"Q2","2014/15","Q4","June",3176.2888296309,3194.898,3191.05413765109,3204.9075,3183.67148364099,3199.90275,3199.90275,372.462985410371,119.592503241837,92.4088203849627,107.182663326188,97.3842199189798,763.232721198405,781.808184624653,3199.90275,3301.77
2015-07-01,2015,"Q3","2015/16","Q1","July",3344.66090358942,3355.09409090909,3372.41867102387,3365.09409090909,3358.53978730664,3360.09409090909,3360.09409090909,387.690756232867,124.481921258634,96.1868611404731,110.792398777536,100.663959945346,646.480952112491,674.087312893382,3360.09409090909,3425.81
2015-08-01,2015,"Q3","2015/16","Q1","August",3538.2705544774,3543.25714285714,3546.53953605974,3553.24523809524,3542.40504526857,3548.25119047619,3548.25119047619,404.447666973736,129.8623240922,100.344284604052,114.902173235454,104.398026325179,579.010647165763,510.730960191143,3548.25119047619,3658.39
2015-09-01,2015,"Q3","2015/16","Q1","September",3656.18095425851,3662.50476190476,3667.86355007499,3672.50476190476,3662.02225216675,3667.50476190476,3667.50476190476,413.263881830108,132.693083778642,102.53160535014,115.998550731383,105.394174991991,506.71473833525,498.365249817843,3667.50476190476,3695.25
2015-10-01,2015,"Q4","2015/16","Q2","October",3621.00201615961,3631.03666666667,3640.4889512552,3641.01238095238,3630.74548370741,3636.02452380952,3636.02452380952,412.975807578514,132.600587283105,102.460133545381,115.082308575209,104.56169402103,546.626302453243,478.176033966002,3636.02452380952,3560.19
2015-11-01,2015,"Q4","2015/16","Q2","November",3413.26,3424.00761904762,3443.78,3433.98857142857,3428.52,3428.99809523809,3428.99809523809,386.802997061755,124.196874567532,95.966606293678,107.67837744822,97.8346167609575,612.308821369335,515.70046877968,3428.99809523809,3357.12
2015-12-01,2015,"Q4","2015/16","Q2","December",3345.80067968151,3357.49256916996,3363.05629992066,3367.49256916996,3354.42848980108,3362.49256916996,3362.49256916996,377.661830702301,121.261777630925,93.698664422114,105.089930352691,95.4828007733988,593.601281318744,458.73092410015,3362.49256916996,3377.01
2016-01-01,2016,"Q1","2015/16","Q3","January",3426.08626443182,3446.20894736842,3443.56207933694,3456.20894736842,3434.82417188438,3451.20894736842,3451.20894736842,384.604522884893,123.490976155012,95.4211604016336,107.301852734,97.4925132487228,537.150108113952,497.677704374965,3451.20894736842,3479.55
2016-02-01,2016,"Q1","2015/16","Q3","February",3414.59408541955,3430.11396135266,3431.03697878755,3440.11396135266,3422.81553210355,3435.11396135266,3435.11396135266,384.354114150448,123.41057351486,95.3590334878986,107.338494376936,97.525805179555,614.779520591503,559.647520936223,3435.11396135266,3348.55072463768
2016-03-01,2016,"Q1","2015/16","Q3","March",3354.37301049001,3360.49689130435,3368.2197813679,3370.49689130435,3361.29639592895,3365.49689130435,3365.49689130435,378.911980646566,121.663182782897,94.0088291530513,105.238474267861,95.6177650750275,530.965456200422,473.357957326829,3365.49689130435,3374.4347826087
2016-04-01,2016,"Q2","2015/16","Q4","April",3332.42927524181,3338.57207729469,3343.45913942109,3348.57207729469,3337.94420733145,3343.57207729469,3343.57207729469,379.057227106535,121.70981933046,94.0448650936859,105.625462884345,95.9693758986845,555.756708580498,464.243910529137,3343.57207729469,3325.55
2016-05-01,2016,"Q2","2015/16","Q4","May",3337.36040774832,3343.91925465838,3355.40963676454,3353.91925465838,3346.38502225643,3348.91925465838,3348.91925465838,378.364646326244,121.487441611179,93.8730344006104,105.67806013821,96.017164807623,636.112754260082,558.232685102008,3348.91925465838,3364.52173913043
2016-06-01,2016,"Q2","2015/16","Q4","June",3357.21726273805,3362.99399154589,3370.79718743613,3372.99121376812,3364.00722508709,3367.992602657,3367.992602657,380.070967903575,122.03531690822,94.2963762368061,106.501617133542,96.765433725938,653.204703702314,597.679226624018,3367.992602657,3404.86111111111
2016-07-01,2016,"Q3","2016/17","Q1","July",3357.10679739129,3374.29413888889,3388.30636279438,3384.29263888889,3372.70658009283,3379.29338888889,3379.29338888889,380.925563474552,122.309715244688,94.5084031272989,106.838574064655,97.0715866695619,528.234324275711,452.319150490496,3379.29338888889,3375.63
2016-08-01,2016,"Q3","2016/17","Q1","August",3363.43776638562,3368.5352173913,3375.50555933418,3378.5347826087,3369.4716628599,3373.535,3373.535,381.72157550627,122.565303249974,94.7058953231536,106.591203075133,96.846829884298,618.599075830455,480.45413770011,3373.535,3375.64
2016-09-01,2016,"Q3","2016/17","Q1","September",3372.80004933651,3376.40619047619,3382.78687204627,3386.40619047619,3377.79346069139,3381.40619047619,3381.40619047619,382.155417344024,122.704603619193,94.8135323610095,106.043005078636,96.348747147844,528.713111712343,424.182013531546,3381.40619047619,3388.56
2016-10-01,2016,"Q4","2016/17","Q2","October",3428.1050033481,3430.84835978836,3440.17879529936,3440.84835978836,3434.14189932373,3435.84835978836,3435.84835978836,386.656002014123,124.149676573639,95.9301365249057,106.849583381217,97.0815895345024,578.122197513598,533.398078128304,3435.84835978836,3465.15
2016-11-01,2016,"Q4","2016/17","Q2","November",3551.8686146245,3555.62411616162,3564.71308344372,3565.62275252525,3558.29084903411,3560.62343434343,3560.62343434343,395.56390770524,127.009876867285,98.1402059526361,108.863838850496,98.9117054460307,647.518322629575,637.672703334447,3560.62343434343,3630.22222222222
2016-12-01,2016,"Q4","2016/17","Q2","December",3583.23196442098,3593.04314814815,3598.72294248204,3603.03648148148,3590.97745345151,3598.16597883598,3598.16597883598,396.108146695702,127.18462417314,98.2752327474751,107.906494710349,98.0418799594363,622.368710107708,499.063103891753,3598.16597883598,3610.5
2017-01-01,2017,"Q1","2016/17","Q3","January",3575.34689997228,3604.47896825397,3630.41988677164,3614.47563492063,3602.88339337196,3609.4773015873,3609.4773015873,396.872754019912,127.430128578896,98.4649333718474,108.674116084588,98.7393267890218,612.445525459222,543.014163861546,3609.4773015873,3588.51
2017-02-01,2017,"Q1","2016/17","Q3","February",3566.65035912312,3580.35616959064,3889.00580922496,3590.34292397661,3727.82808417404,3585.34954678363,3585.34954678363,396.19088321255,127.211189677759,98.2957598447282,108.209180363645,98.3168946428946,598.29570134502,493.159527564359,3585.34954678363,3586.69
2017-03-01,2017,"Q1","2016/17","Q3","March",3589.02000496806,3594.01409090909,3608.82404140852,3604.01413636364,3598.92202318829,3599.01411363636,3599.01411363636,398.996052951288,128.111889302191,98.9917281333642,108.791074216359,98.8455928219068,618.199402575821,562.288159250291,3599.01411363636,3614.19
2017-04-01,2017,"Q2","2016/17","Q4","April",3604.80970746116,3613.69722222222,3655.91762545719,3623.69722222222,3630.36366645918,3618.69722222222,3618.69722222222,402.059280433167,129.095447553365,99.7517210702714,109.631850735517,99.6095070866161,508.7597218673,473.706172525482,3618.69722222222,3644.63
2017-05-01,2017,"Q2","2016/17","Q4","May",3601.56010481035,3618.60727272727,3623.96207615998,3628.60590909091,3612.76109048517,3623.60659090909,3623.60659090909,403.596267336132,129.588951923934,100.133050631096,109.590807189045,99.5722156662329,680.40892349841,618.05148207776,3623.60659090909,3602.63
2017-06-01,2017,"Q2","2016/17","Q4","June",3582.74,3586.09857142857,3593.62,3596.09857142857,3588.18,3591.09857142857,3591.09857142857,401.381692439988,128.877883802214,99.5836101180175,109.555128607932,99.5397987558702,613.019672330371,545.525387915491,3591.09857142857,3590.9
2017-07-01,2017,"Q3","2017/18","Q1","July",3585.58,3597.24476190476,3593.59550878055,3605.81623809524,3589.58775439028,3601.5305,3601.5305,402.893911051046,129.363435430776,99.9587946155001,110.428512848233,100.333339803384,743.616700155974,657.259584721383,3601.5305,3610.88
2017-08-01,2017,"Q3","2017/18","Q1","August",3595.98,3601.03173913043,3612.04,3611.03173913043,3604.01,3606.03173913043,3606.03173913043,405.926188724775,130.337056144056,100.711108842376,111.488063595496,101.210514239876,708.48467082559,649.217202638591,3606.03173913043,3600.38
2017-09-01,2017,"Q3","2017/18","Q1","September",3584.32823233175,3594.8675,3593.99279931408,3604.8645,3589.16051582291,3599.866,3599.866,406.195712310321,130.42359628775,100.77797818935,110.718462413351,100.828077485704,600.58342918287,537.084104271175,3599.866,3603.08
2017-10-01,2017,"Q4","2017/18","Q2","October",3625.4060387248,3632.90952380952,3639.76374402363,3642.90952380952,3632.58489137422,3637.90952380952,3637.90952380952,407.765535887061,130.927644041606,101.167454595386,111.016388569505,101.110302436792,625.77267318016,623.644852410071,3637.90952380952,3650.53
2017-11-01,2017,"Q4","2017/18","Q2","November",3629.96,3633.85080808081,3639.22,3643.85080808081,3634.59,3638.85080808081,3638.85080808081,407.287842880558,130.774263693312,101.048937993827,111.079156191165,100.937909798209,633.551542207222,557.417812341106,3638.85080808081,3634.53
2017-12-01,2017,"Q4","2017/18","Q2","December",3613.84,3618.26157894737,3633.2,3628.26157894737,3623.52,3623.26157894737,3623.26157894737,407.553800406656,130.859658826648,101.114922594236,110.706497468741,100.921453643049,660.798672206235,557.976121217933,3623.26157894737,3635.08
2018-01-01,2018,"Q1","2017/18","Q3","January",3632.14,3635.05423280423,3645,3645.05185185185,3638.57,3640.05304232804,3640.05304232804,414.105983915316,132.963470636665,102.740532581532,113.672530111489,103.468595684559,665.196971830347,660.387952724099,3640.05304232804,3625.21
2018-02-01,2018,"Q1","2017/18","Q3","February",3621.09298788373,3632.56260233918,3642.85,3642.56260233918,3631.97149394187,3637.56260233918,3637.56260233918,416.168840178106,133.625824089112,103.252331394662,114.759049442259,104.120027927208,561.291625532669,533.420825262208,3637.56260233918,3645.99
2018-03-01,2018,"Q1","2017/18","Q3","March",3643.3017218743,3655.11786111111,3661.27774083192,3665.11786111111,3652.28973135311,3660.11786111111,3660.11786111111,418.257102229327,134.296334974523,103.770433435313,115.037045860439,104.573330180041,574.2912932105,578.128898943151,3660.11786111111,3686.89
2018-04-01,2018,"Q2","2017/18","Q4","April",3687.83639938031,3692.2425,3700.69464288076,3702.2425,3694.26552113054,3697.2425,3697.2425,421.349683625207,135.289318344951,104.537709137684,116.102627021083,105.311769376482,552.203365776707,518.35171689172,3697.2425,3713.22
2018-05-01,2018,"Q2","2017/18","Q4","May",3672.78965088926,3721.84303030303,3752.88457845796,3731.84303030303,3712.83711467361,3726.84303030303,3726.84303030303,419.68990394426,134.756386980897,104.125914440161,115.532818783929,104.636254630924,608.312903710377,616.889228007341,3726.84303030303,3768.34722222222
2018-06-01,2018,"Q2","2017/18","Q4","June",3825.76,3835.48025,3845.15,3845.47325,3835.455,3840.47675,3840.47675,429.706506334239,137.972573825547,106.611053762404,118.486395760909,107.573562265589,618.251424971477,683.567336485914,3840.47675,3879.54
